panel_id,parent_drawing_key,split,phase,severity,anomaly_type,split_method,status,quality_flags,v1_edge_count,v1_node_count,v1_net_count,v1_isolated_edge_ratio,v1_largest_net_edge_ratio,intersection_count,panel_png_path,topology_v1_panel_json_path,model_review_label,model_confidence,model_needs_human_review,model_reason,review_label,comment
_P1_staging/QA-D302-10(110kV澜河线开关机构箱端子排图(3AP1-FG))#panel_000,_P1_staging/QA-D302-10(110kV澜河线开关机构箱端子排图(3AP1-FG)),train,P1,low,dominant_component,full,ok,dominant_component,1165,731,1,0.0,1.0,628,datas/qa_and_png/P1_oda_output/QA-D302-10(110kV澜河线开关机构箱端子排图(3AP1-FG)).png,outputs/topology_panel_v1/_P1_staging/QA-D302-10(110kV澜河线开关机构箱端子排图(3AP1-FG))#panel_000.topology.v1.json,accept_v1,0.9,False,"The panel contains a single coherent terminal block wiring topology diagram, v1 graph metrics show a fully connected valid topology suitable as baseline.",accept_v1,"model: The panel contains a single coherent terminal block wiring topology diagram, v1 graph metrics show a fully connected valid topology suitable as baseline."
_P1_staging/QA-D201-16(#1主变110kV侧开关机构箱端子排图(3AP1-FG))#panel_000,_P1_staging/QA-D201-16(#1主变110kV侧开关机构箱端子排图(3AP1-FG)),test,P1,low,dominant_component,full,ok,dominant_component,1162,730,1,0.0,1.0,625,datas/qa_and_png/P1_oda_output/QA-D201-16(#1主变110kV侧开关机构箱端子排图(3AP1-FG)).png,outputs/topology_panel_v1/_P1_staging/QA-D201-16(#1主变110kV侧开关机构箱端子排图(3AP1-FG))#panel_000.topology.v1.json,accept_v1,0.9,True,"Single coherent terminal block wiring topology panel, no obvious segmentation errors, suitable as a v1 baseline.",accept_v1,"model: Single coherent terminal block wiring topology panel, no obvious segmentation errors, suitable as a v1 baseline."
_P3_staging_batch1/QA-D401-06(10kV开关柜柜顶小母线布置图)#panel_000,_P3_staging_batch1/QA-D401-06(10kV开关柜柜顶小母线布置图),train,P3,low,dominant_component,full,ok,dominant_component,1108,684,2,0.0,0.9964,612,datas/qa_and_png/P3_oda_output/QA-D401-06(10kV开关柜柜顶小母线布置图).png,outputs/topology_panel_v1/_P3_staging_batch1/QA-D401-06(10kV开关柜柜顶小母线布置图)#panel_000.topology.v1.json,accept_v1,0.9,False,"Panel contains a single coherent 10kV switchgear cabinet top small bus arrangement topology diagram, valid as a v1 baseline.",accept_v1,"model: Panel contains a single coherent 10kV switchgear cabinet top small bus arrangement topology diagram, valid as a v1 baseline."
_P3_staging_batch1/06(背面通讯接线图)#panel_000,_P3_staging_batch1/06(背面通讯接线图),train,P3,low,dominant_component,full,ok,dominant_component,990,630,1,0.0,1.0,474,datas/qa_and_png/P3_oda_output/06(背面通讯接线图).png,outputs/topology_panel_v1/_P3_staging_batch1/06(背面通讯接线图)#panel_000.topology.v1.json,over_connected,0.85,True,"Extracted topology incorrectly merges all wiring into a single net, likely caused by misclassifying visual line crossings as valid electrical connections.",over_connected,"model: Extracted topology incorrectly merges all wiring into a single net, likely caused by misclassifying visual line crossings as valid electrical connections."
_P1_staging/主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com#panel_002,_P1_staging/主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com,train,P1,low,dominant_component,image_components,ok,dominant_component,953,561,1,0.0,1.0,531,outputs/panels/P1/P1_staging__主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com__panel_002.png,outputs/topology_panel_v1/_P1_staging/主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com#panel_002.topology.v1.json,accept_v1,0.9,False,"The panel contains a single coherent terminal block wiring topology diagram, with v1 graph metrics confirming a single fully connected net with no isolated edges.",accept_v1,"model: The panel contains a single coherent terminal block wiring topology diagram, with v1 graph metrics confirming a single fully connected net with no isolated edges."
_P3_staging_batch1/09(通信回路背面接线图)#panel_000,_P3_staging_batch1/09(通信回路背面接线图),train,P3,low,dominant_component,full,ok,dominant_component,940,594,1,0.0,1.0,430,datas/qa_and_png/P3_oda_output/09(通信回路背面接线图).png,outputs/topology_panel_v1/_P3_staging_batch1/09(通信回路背面接线图)#panel_000.topology.v1.json,accept_v1,0.9,False,"The panel contains a single coherent communication circuit wiring diagram, with a single connected net matching expected bus topology for this type of circuit, no visible corruption or split required.",accept_v1,"model: The panel contains a single coherent communication circuit wiring diagram, with a single connected net matching expected bus topology for this type of circuit, no visible corruption or split required."
_P3_staging_batch3/#2备用分支在微机保护柜上的端子排(B066-500-0911)wm666.taobao.com#panel_000,_P3_staging_batch3/#2备用分支在微机保护柜上的端子排(B066-500-0911)wm666.taobao.com,train,P3,low,dominant_component,full,ok,dominant_component,878,520,1,0.0,1.0,471,datas/qa_and_png/P3_oda_output/#2备用分支在微机保护柜上的端子排(B066-500-0911)wm666.taobao.com.png,outputs/topology_panel_v1/_P3_staging_batch3/#2备用分支在微机保护柜上的端子排(B066-500-0911)wm666.taobao.com#panel_000.topology.v1.json,accept_v1,0.9,True,"The panel contains a single coherent terminal wiring topology target for #2备用分支, with no separate independent subfigures, and v1 graph metadata shows a single fully connected net as expected for this diagram type.",accept_v1,"model: The panel contains a single coherent terminal wiring topology target for #2备用分支, with no separate independent subfigures, and v1 graph metadata shows a single fully connected net as expected for this diagram type."
_P3_staging_batch1/07(通信回路背面接线图 )#panel_000,_P3_staging_batch1/07(通信回路背面接线图 ),train,P3,low,dominant_component,full,ok,dominant_component,795,506,1,0.0,1.0,356,datas/qa_and_png/P3_oda_output/07(通信回路背面接线图 ).png,outputs/topology_panel_v1/_P3_staging_batch1/07(通信回路背面接线图 )#panel_000.topology.v1.json,accept_v1,0.9,True,"The panel contains a single coherent communication circuit wiring topology with a fully connected single net, no independent subfigures, so the v1 graph is likely usable as a baseline.",accept_v1,"model: The panel contains a single coherent communication circuit wiring topology with a fully connected single net, no independent subfigures, so the v1 graph is likely usable as a baseline."
_P3_staging_batch1/07(通信回路背面接线图)#panel_000,_P3_staging_batch1/07(通信回路背面接线图),train,P3,low,dominant_component,full,ok,dominant_component,762,485,1,0.0,1.0,344,datas/qa_and_png/P3_oda_output/07(通信回路背面接线图).png,outputs/topology_panel_v1/_P3_staging_batch1/07(通信回路背面接线图)#panel_000.topology.v1.json,accept_v1,0.9,False,"The panel contains a single coherent communication circuit wiring topology, with v1 metrics confirming a single fully connected net, suitable as a v1 baseline.",accept_v1,"model: The panel contains a single coherent communication circuit wiring topology, with v1 metrics confirming a single fully connected net, suitable as a v1 baseline."
_P3_staging_batch3/1FWK柜左侧端子排电缆接线图(B066-500-2409)wm666.taobao.com#panel_000,_P3_staging_batch3/1FWK柜左侧端子排电缆接线图(B066-500-2409)wm666.taobao.com,train,P3,low,dominant_component,full,ok,dominant_component,701,421,1,0.0,1.0,368,datas/qa_and_png/P3_oda_output/1FWK柜左侧端子排电缆接线图(B066-500-2409)wm666.taobao.com.png,outputs/topology_panel_v1/_P3_staging_batch3/1FWK柜左侧端子排电缆接线图(B066-500-2409)wm666.taobao.com#panel_000.topology.v1.json,accept_v1,0.9,True,"Panel contains a single coherent terminal block wiring topology diagram, v1 graph metrics indicate a single fully connected net with no isolated edges.",accept_v1,"model: Panel contains a single coherent terminal block wiring topology diagram, v1 graph metrics indicate a single fully connected net with no isolated edges."
_P3_staging_batch3/2FWK柜左侧端子排电缆接线图(B066-500-2411)wm666.taobao.com#panel_000,_P3_staging_batch3/2FWK柜左侧端子排电缆接线图(B066-500-2411)wm666.taobao.com,train,P3,low,dominant_component,full,ok,dominant_component,657,392,1,0.0,1.0,349,datas/qa_and_png/P3_oda_output/2FWK柜左侧端子排电缆接线图(B066-500-2411)wm666.taobao.com.png,outputs/topology_panel_v1/_P3_staging_batch3/2FWK柜左侧端子排电缆接线图(B066-500-2411)wm666.taobao.com#panel_000.topology.v1.json,accept_v1,0.9,True,"Single coherent terminal cable wiring topology diagram, v1 graph is fully connected with no isolated edges, no obvious segmentation errors.",accept_v1,"model: Single coherent terminal cable wiring topology diagram, v1 graph is fully connected with no isolated edges, no obvious segmentation errors."
_P3_staging_batch4/发电机保护屏端子图#panel_003,_P3_staging_batch4/发电机保护屏端子图,train,P3,low,dominant_component,image_components,ok,dominant_component,619,385,3,0.0032,0.9968,330,outputs/panels/P3/P3_staging_batch4__发电机保护屏端子图__panel_003.png,outputs/topology_panel_v1/_P3_staging_batch4/发电机保护屏端子图#panel_003.topology.v1.json,accept_v1,0.9,True,"The panel is a single coherent terminal wiring topology, v1 graph metrics show a dominant nearly complete net with minimal isolated edges, suitable as baseline.",accept_v1,"model: The panel is a single coherent terminal wiring topology, v1 graph metrics show a dominant nearly complete net with minimal isolated edges, suitable as baseline."
_P1_staging/主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com#panel_000,_P1_staging/主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com,train,P1,low,dominant_component,image_components,ok,dominant_component,590,399,1,0.0,1.0,291,outputs/panels/P1/P1_staging__主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com__panel_000.png,outputs/topology_panel_v1/_P1_staging/主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com#panel_000.topology.v1.json,over_connected,0.9,True,"Topology graph incorrectly merged all distinct wiring circuits into a single net, likely by connecting non-electrical visual crossings between wiring and background grid lines.",over_connected,"model: Topology graph incorrectly merged all distinct wiring circuits into a single net, likely by connecting non-electrical visual crossings between wiring and background grid lines."
_P2_staging/35kV并联电抗器在监控柜上的端子排(B066-500-1904)wm666.taobao.com#panel_000,_P2_staging/35kV并联电抗器在监控柜上的端子排(B066-500-1904)wm666.taobao.com,val,P2,low,dominant_component,full,ok,dominant_component,541,315,1,0.0,1.0,308,datas/qa_and_png/P2_oda_output/35kV并联电抗器在监控柜上的端子排(B066-500-1904)wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/35kV并联电抗器在监控柜上的端子排(B066-500-1904)wm666.taobao.com#panel_000.topology.v1.json,accept_v1,0.92,False,"The panel contains a single coherent terminal wiring topology diagram for 35kV parallel reactor, v1 graph is fully connected with no isolated edges, usable as baseline.",accept_v1,"model: The panel contains a single coherent terminal wiring topology diagram for 35kV parallel reactor, v1 graph is fully connected with no isolated edges, usable as baseline."
_P1_staging/主变进线柜原理图#panel_003,_P1_staging/主变进线柜原理图,train,P1,low,dominant_component,image_components,ok,dominant_component,469,320,1,0.0,1.0,223,outputs/panels/P1/P1_staging__主变进线柜原理图__panel_003.png,outputs/topology_panel_v1/_P1_staging/主变进线柜原理图#panel_003.topology.v1.json,not_topology_target,0.9,True,"The panel is a tabular terminal connection schedule, not a wiring/topology graph target.",not_topology_target,"model: The panel is a tabular terminal connection schedule, not a wiring/topology graph target."
_P1_staging/主变进线柜原理图#panel_002,_P1_staging/主变进线柜原理图,train,P1,low,dominant_component,image_components,ok,dominant_component,368,240,1,0.0,1.0,180,outputs/panels/P1/P1_staging__主变进线柜原理图__panel_002.png,outputs/topology_panel_v1/_P1_staging/主变进线柜原理图#panel_002.topology.v1.json,not_topology_target,0.98,True,The panel is a tabular listing rather than a wiring/topology diagram target.,not_topology_target,model: The panel is a tabular listing rather than a wiring/topology diagram target.
_P3_staging_batch1/QA-D601-03(10kV#1(#2)站变柜端子排图)#panel_000,_P3_staging_batch1/QA-D601-03(10kV#1(#2)站变柜端子排图),train,P3,low,dominant_component,full,ok,dominant_component,337,204,2,0.003,0.997,184,datas/qa_and_png/P3_oda_output/QA-D601-03(10kV#1(#2)站变柜端子排图).png,outputs/topology_panel_v1/_P3_staging_batch1/QA-D601-03(10kV#1(#2)站变柜端子排图)#panel_000.topology.v1.json,accept_v1,0.9,False,"Single coherent 10kV station transformer cabinet terminal wiring topology diagram, no obvious defects, v1 graph metrics show nearly fully connected topology suitable as baseline.",accept_v1,"model: Single coherent 10kV station transformer cabinet terminal wiring topology diagram, no obvious defects, v1 graph metrics show nearly fully connected topology suitable as baseline."
_P3_staging_batch4/发电机保护屏端子图#panel_004,_P3_staging_batch4/发电机保护屏端子图,train,P3,low,dominant_component,image_components,ok,dominant_component,329,214,1,0.0,1.0,173,outputs/panels/P3/P3_staging_batch4__发电机保护屏端子图__panel_004.png,outputs/topology_panel_v1/_P3_staging_batch4/发电机保护屏端子图#panel_004.topology.v1.json,needs_terminal_anchor,0.9,True,The generator terminal wiring diagram is a valid topology target but requires explicit terminal/symbol anchors for semantic correctness of the graph.,needs_terminal_anchor,model: The generator terminal wiring diagram is a valid topology target but requires explicit terminal/symbol anchors for semantic correctness of the graph.
_P3_staging_batch4/电机保护原理图#panel_000,_P3_staging_batch4/电机保护原理图,val,P3,low,dominant_component,full,ok,dominant_component,236,124,1,0.0,1.0,152,datas/qa_and_png/P3_oda_output/电机保护原理图.png,outputs/topology_panel_v1/_P3_staging_batch4/电机保护原理图#panel_000.topology.v1.json,bad_geometry,0.9,True,"The panel is almost entirely blank with only a tiny unreadable fragment of a sheet border visible, no usable topology content is present.",bad_geometry,"model: The panel is almost entirely blank with only a tiny unreadable fragment of a sheet border visible, no usable topology content is present."
_P3_staging_batch1/1(监控系统及继电保护图纸目录)#panel_000,_P3_staging_batch1/1(监控系统及继电保护图纸目录),train,P3,low,dominant_component,full,ok,dominant_component,224,120,1,0.0,1.0,128,datas/qa_and_png/P3_oda_output/1(监控系统及继电保护图纸目录).png,outputs/topology_panel_v1/_P3_staging_batch1/1(监控系统及继电保护图纸目录)#panel_000.topology.v1.json,not_topology_target,1.0,True,"The panel is a drawing catalog table, not a wiring/topology graph target.",not_topology_target,"model: The panel is a drawing catalog table, not a wiring/topology graph target."
_P3_staging_batch1/11(RCS-9661B背面接线图(四))#panel_001,_P3_staging_batch1/11(RCS-9661B背面接线图(四)),val,P3,low,dominant_component,image_components,ok,dominant_component,59,60,1,0.0,1.0,29,outputs/panels/P3/P3_staging_batch1__11(RCS-9661B背面接线图(四))__panel_001.png,outputs/topology_panel_v1/_P3_staging_batch1/11(RCS-9661B背面接线图(四))#panel_001.topology.v1.json,not_topology_target,0.9,True,"The panel is a tabular terminal connection assignment table, not a line-based wiring/topology graph target.",not_topology_target,"model: The panel is a tabular terminal connection assignment table, not a line-based wiring/topology graph target."
_P1_staging/主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com#panel_001,_P1_staging/主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com,train,P1,low,dominant_component,image_components,ok,dominant_component,42,35,1,0.0,1.0,16,outputs/panels/P1/P1_staging__主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com__panel_001.png,outputs/topology_panel_v1/_P1_staging/主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com#panel_001.topology.v1.json,needs_terminal_anchor,0.9,True,The topology line graph is structurally plausible but requires terminal/symbol anchors for semantic correctness.,needs_terminal_anchor,model: The topology line graph is structurally plausible but requires terminal/symbol anchors for semantic correctness.
_P3_staging_batch1/3.10.9室外保护罩#panel_000,_P3_staging_batch1/3.10.9室外保护罩,train,P3,low,dominant_component,full,ok,dominant_component,18,15,1,0.0,1.0,6,datas/qa_and_png/P3_oda_output/3.10.9室外保护罩.png,outputs/topology_panel_v1/_P3_staging_batch1/3.10.9室外保护罩#panel_000.topology.v1.json,not_topology_target,0.9,True,"The panel is a mechanical layout drawing of an outdoor protection cover, not a wiring/topology graph target.",not_topology_target,"model: The panel is a mechanical layout drawing of an outdoor protection cover, not a wiring/topology graph target."
_P2_staging/变电所-巳改期目录#panel_000,_P2_staging/变电所-巳改期目录,test,P2,normal,normal_high_intersection,full,ok,,218933,113420,408,0.0008,0.4734,109382,datas/qa_and_png/P2_oda_output/变电所-巳改期目录.png,outputs/topology_panel_v1/_P2_staging/变电所-巳改期目录#panel_000.topology.v1.json,needs_panel_split,0.99,True,The image contains multiple independent separated diagram panels that must be split before topology graph processing.,needs_panel_split,model: The image contains multiple independent separated diagram panels that must be split before topology graph processing.
_P2_staging/220kV总降站电气一次设计图纸wm666.taobao.com#panel_000,_P2_staging/220kV总降站电气一次设计图纸wm666.taobao.com,val,P2,normal,normal_high_intersection,full,ok,,30773,11949,489,0.0046,0.3787,46745,datas/qa_and_png/P2_oda_output/220kV总降站电气一次设计图纸wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/220kV总降站电气一次设计图纸wm666.taobao.com#panel_000.topology.v1.json,needs_panel_split,0.98,True,"The image contains multiple independent separated CAD drawing panels, documents, and tables that must be split into individual units prior to topology graph generation.",needs_panel_split,"model: The image contains multiple independent separated CAD drawing panels, documents, and tables that must be split into individual units prior to topology graph generation."
_P2_staging/变电所#panel_000,_P2_staging/变电所,train,P2,normal,normal_high_intersection,full,ok,,17568,6411,859,0.0298,0.3614,336142,datas/qa_and_png/P2_oda_output/变电所.png,outputs/topology_panel_v1/_P2_staging/变电所#panel_000.topology.v1.json,needs_panel_split,1.0,True,"The image contains multiple independent separated diagrams including electrical schematics, architectural floor plans, and a table of contents that require splitting before topology graph processing.",needs_panel_split,"model: The image contains multiple independent separated diagrams including electrical schematics, architectural floor plans, and a table of contents that require splitting before topology graph processing."
_P3_staging_batch1/10KV高压室开关柜接线图方案比较#panel_000,_P3_staging_batch1/10KV高压室开关柜接线图方案比较,train,P3,normal,normal_high_intersection,full,ok,,17367,1712,162,0.0048,0.4936,22881,datas/qa_and_png/P3_oda_output/10KV高压室开关柜接线图方案比较.png,outputs/topology_panel_v1/_P3_staging_batch1/10KV高压室开关柜接线图方案比较#panel_000.topology.v1.json,needs_panel_split,0.98,True,The panel contains two fully independent unconnected wiring diagram schemes that require splitting into separate panels for topology extraction.,needs_panel_split,model: The panel contains two fully independent unconnected wiring diagram schemes that require splitting into separate panels for topology extraction.
_P1_staging/某电厂GIS室接地布置图#panel_000,_P1_staging/某电厂GIS室接地布置图,train,P1,normal,normal_high_intersection,full,ok,,15994,4678,142,0.0011,0.8954,31835,datas/qa_and_png/P1_oda_output/某电厂GIS室接地布置图.png,outputs/topology_panel_v1/_P1_staging/某电厂GIS室接地布置图#panel_000.topology.v1.json,over_connected,0.92,True,Extremely high intersection count and abnormally large single net edge ratio indicate the topology is incorrectly connecting unrelated visual line crossings as valid connections.,over_connected,model: Extremely high intersection count and abnormally large single net edge ratio indicate the topology is incorrectly connecting unrelated visual line crossings as valid connections.
_P3_staging_batch3/WGB-114N 馈线保护原理图(手车)#panel_000,_P3_staging_batch3/WGB-114N 馈线保护原理图(手车),train,P3,normal,normal_high_intersection,full,ok,,4627,2123,235,0.0255,0.2725,22386,datas/qa_and_png/P3_oda_output/WGB-114N 馈线保护原理图(手车).png,outputs/topology_panel_v1/_P3_staging_batch3/WGB-114N 馈线保护原理图(手车)#panel_000.topology.v1.json,over_connected,0.9,True,Abnormally high intersection count indicates the topology graph likely incorrectly connects visually crossing unrelated line segments.,over_connected,model: Abnormally high intersection count indicates the topology graph likely incorrectly connects visually crossing unrelated line segments.
_P3_staging_batch3/WGB-114N 馈线保护原理图(手车)__286#panel_000,_P3_staging_batch3/WGB-114N 馈线保护原理图(手车)__286,train,P3,normal,normal_high_intersection,full,ok,,4627,2123,235,0.0255,0.2725,22386,datas/qa_and_png/P3_oda_output/WGB-114N 馈线保护原理图(手车)__286.png,outputs/topology_panel_v1/_P3_staging_batch3/WGB-114N 馈线保护原理图(手车)__286#panel_000.topology.v1.json,over_connected,0.85,True,Extremely high intersection count relative to total edge count indicates visual line crossings are likely incorrectly connected in the generated topology graph.,over_connected,model: Extremely high intersection count relative to total edge count indicates visual line crossings are likely incorrectly connected in the generated topology graph.
_P3_staging_batch4/WGB-124N 高压柜综合保护原理图(手车)#panel_000,_P3_staging_batch4/WGB-124N 高压柜综合保护原理图(手车),val,P3,normal,normal_high_intersection,full,ok,,4613,2083,236,0.0249,0.2734,22385,datas/qa_and_png/P3_oda_output/WGB-124N 高压柜综合保护原理图(手车).png,outputs/topology_panel_v1/_P3_staging_batch4/WGB-124N 高压柜综合保护原理图(手车)#panel_000.topology.v1.json,over_connected,0.85,True,Abnormally high intersection count indicates visual line crossings are likely incorrectly connected in the generated topology graph.,over_connected,model: Abnormally high intersection count indicates visual line crossings are likely incorrectly connected in the generated topology graph.
_P3_staging_batch3/WGB-113N 馈线保护原理图(手车)#panel_000,_P3_staging_batch3/WGB-113N 馈线保护原理图(手车),train,P3,normal,normal_high_intersection,full,ok,,4581,2076,241,0.0264,0.2991,22424,datas/qa_and_png/P3_oda_output/WGB-113N 馈线保护原理图(手车).png,outputs/topology_panel_v1/_P3_staging_batch3/WGB-113N 馈线保护原理图(手车)#panel_000.topology.v1.json,over_connected,0.9,True,Extremely high intersection count indicates the topology graph is incorrectly connecting visual line crossings that are not actual electrical connections.,over_connected,model: Extremely high intersection count indicates the topology graph is incorrectly connecting visual line crossings that are not actual electrical connections.
_P3_staging_batch4/WGB-123N 高压柜综合保护原理图(手车)#panel_000,_P3_staging_batch4/WGB-123N 高压柜综合保护原理图(手车),train,P3,normal,normal_high_intersection,full,ok,,4576,2114,241,0.0273,0.2653,22385,datas/qa_and_png/P3_oda_output/WGB-123N 高压柜综合保护原理图(手车).png,outputs/topology_panel_v1/_P3_staging_batch4/WGB-123N 高压柜综合保护原理图(手车)#panel_000.topology.v1.json,over_connected,0.85,True,"Extremely high intersection count indicates most visual line crossings are likely incorrectly connected, resulting in an over-connected topology graph.",over_connected,"model: Extremely high intersection count indicates most visual line crossings are likely incorrectly connected, resulting in an over-connected topology graph."
