panel_id,parent_drawing_key,parent_drawing_id,parent_png_path,parent_raw_json_path,panel_index,panel_count,split,phase,batch,split_method,panel_bbox_cad,parent_bbox_cad,panel_bbox_png,parent_png_width,parent_png_height,panel_entity_count,panel_png_path,needs_review,notes,review_status,review_comment,reviewed,panel_usable
_P3_staging_batch3/500kVI母侧断路器21WDL端子箱接线安装图(B066-500-0701)wm666.taobao.com#panel_000,_P3_staging_batch3/500kVI母侧断路器21WDL端子箱接线安装图(B066-500-0701)wm666.taobao.com,500kVI母侧断路器21WDL端子箱接线安装图(B066-500-0701)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kVI母侧断路器21WDL端子箱接线安装图(B066-500-0701)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kVI母侧断路器21WDL端子箱接线安装图(B066-500-0701)wm666.taobao.com.json,0,1,train,P3,_P3_staging_batch3,full,"-24.0866,-361.5802,850.9914,381.9575","-24.0866,-361.5802,850.9914,381.9575","0.0,0.0,9362.0,6622.0",9362,6622,4013,datas/qa_and_png/P3_oda_output/500kVI母侧断路器21WDL端子箱接线安装图(B066-500-0701)wm666.taobao.com.png,False,,,,False,True
_P3_staging_batch3/500kVI母侧断路器31WDL汇控柜接线安装图(B066-500-0708)wm666.taobao.com#panel_000,_P3_staging_batch3/500kVI母侧断路器31WDL汇控柜接线安装图(B066-500-0708)wm666.taobao.com,500kVI母侧断路器31WDL汇控柜接线安装图(B066-500-0708)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kVI母侧断路器31WDL汇控柜接线安装图(B066-500-0708)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kVI母侧断路器31WDL汇控柜接线安装图(B066-500-0708)wm666.taobao.com.json,0,1,train,P3,_P3_staging_batch3,full,"-25.0,-333.782,550.9852,382.7806","-25.0,-333.782,550.9852,382.7806","0.0,0.0,6622.0,9362.0",6622,9362,2415,datas/qa_and_png/P3_oda_output/500kVI母侧断路器31WDL汇控柜接线安装图(B066-500-0708)wm666.taobao.com.png,False,,,,False,True
_P3_staging_batch3/500kVI母侧断路器31WDL端子箱接线安装图(B066-500-0707)wm666.taobao.com#panel_000,_P3_staging_batch3/500kVI母侧断路器31WDL端子箱接线安装图(B066-500-0707)wm666.taobao.com,500kVI母侧断路器31WDL端子箱接线安装图(B066-500-0707)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kVI母侧断路器31WDL端子箱接线安装图(B066-500-0707)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kVI母侧断路器31WDL端子箱接线安装图(B066-500-0707)wm666.taobao.com.json,0,1,train,P3,_P3_staging_batch3,full,"-23.4607,-329.4449,703.6005,381.9575","-23.4607,-329.4449,703.6005,381.9575","0.0,0.0,9362.0,6622.0",9362,6622,3093,datas/qa_and_png/P3_oda_output/500kVI母侧断路器31WDL端子箱接线安装图(B066-500-0707)wm666.taobao.com.png,False,,,,False,True
"_P3_staging_batch3/500kVI母侧隔离开关1G,2G二次安装接线图(B066-500-0711)wm666.taobao.com#panel_000","_P3_staging_batch3/500kVI母侧隔离开关1G,2G二次安装接线图(B066-500-0711)wm666.taobao.com","500kVI母侧隔离开关1G,2G二次安装接线图(B066-500-0711)wm666.taobao.com","datas/qa_and_png/P3_oda_output/500kVI母侧隔离开关1G,2G二次安装接线图(B066-500-0711)wm666.taobao.com.png","datas/raw_json/_P3_staging_batch3/500kVI母侧隔离开关1G,2G二次安装接线图(B066-500-0711)wm666.taobao.com.json",0,1,train,P3,_P3_staging_batch3,full,"-25.7307,-323.1944,693.8391,377.0721","-25.7307,-323.1944,693.8391,377.0721","0.0,0.0,9362.0,6622.0",9362,6622,1995,"datas/qa_and_png/P3_oda_output/500kVI母侧隔离开关1G,2G二次安装接线图(B066-500-0711)wm666.taobao.com.png",False,,,,False,True
_P3_staging_batch3/500kVI母断路器11WDL汇控柜二次接线安装图(B066-220-1607)wm666.taobao.com#panel_000,_P3_staging_batch3/500kVI母断路器11WDL汇控柜二次接线安装图(B066-220-1607)wm666.taobao.com,500kVI母断路器11WDL汇控柜二次接线安装图(B066-220-1607)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kVI母断路器11WDL汇控柜二次接线安装图(B066-220-1607)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kVI母断路器11WDL汇控柜二次接线安装图(B066-220-1607)wm666.taobao.com.json,0,1,train,P3,_P3_staging_batch3,full,"-25.0,-341.9186,823.3455,394.2834","-25.0,-341.9186,823.3455,394.2834","0.0,0.0,9362.0,6622.0",9362,6622,3132,datas/qa_and_png/P3_oda_output/500kVI母断路器11WDL汇控柜二次接线安装图(B066-220-1607)wm666.taobao.com.png,False,,,,False,True
_P3_staging_batch3/500kVI母断路器11WDL端子箱二次接线安装图(B066-220-1601)wm666.taobao.com#panel_000,_P3_staging_batch3/500kVI母断路器11WDL端子箱二次接线安装图(B066-220-1601)wm666.taobao.com,500kVI母断路器11WDL端子箱二次接线安装图(B066-220-1601)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kVI母断路器11WDL端子箱二次接线安装图(B066-220-1601)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kVI母断路器11WDL端子箱二次接线安装图(B066-220-1601)wm666.taobao.com.json,0,1,train,P3,_P3_staging_batch3,full,"-25.0,-356.022,831.1458,400.0","-25.0,-356.022,831.1458,400.0","0.0,0.0,9362.0,6622.0",9362,6622,2493,datas/qa_and_png/P3_oda_output/500kVI母断路器11WDL端子箱二次接线安装图(B066-220-1601)wm666.taobao.com.png,False,,,,False,True
_P3_staging_batch3/500kVI母断路器12WDL端子箱二次接线安装图(B066-220-1602)wm666.taobao.com#panel_000,_P3_staging_batch3/500kVI母断路器12WDL端子箱二次接线安装图(B066-220-1602)wm666.taobao.com,500kVI母断路器12WDL端子箱二次接线安装图(B066-220-1602)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kVI母断路器12WDL端子箱二次接线安装图(B066-220-1602)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kVI母断路器12WDL端子箱二次接线安装图(B066-220-1602)wm666.taobao.com.json,0,1,train,P3,_P3_staging_batch3,full,"-25.0,-358.3323,830.8636,368.9011","-25.0,-358.3323,830.8636,368.9011","0.0,0.0,9362.0,6622.0",9362,6622,2658,datas/qa_and_png/P3_oda_output/500kVI母断路器12WDL端子箱二次接线安装图(B066-220-1602)wm666.taobao.com.png,False,,,,False,True
_P3_staging_batch3/500kV中侧断路器(32WDL)在监控柜上的端子排(B066-500-0516)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV中侧断路器(32WDL)在监控柜上的端子排(B066-500-0516)wm666.taobao.com,500kV中侧断路器(32WDL)在监控柜上的端子排(B066-500-0516)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kV中侧断路器(32WDL)在监控柜上的端子排(B066-500-0516)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kV中侧断路器(32WDL)在监控柜上的端子排(B066-500-0516)wm666.taobao.com.json,0,1,train,P3,_P3_staging_batch3,full,"-1.7781,-319.358,841.0,271.8887","-1.7781,-319.358,841.0,271.8887","0.0,0.0,9362.0,6622.0",9362,6622,1829,datas/qa_and_png/P3_oda_output/500kV中侧断路器(32WDL)在监控柜上的端子排(B066-500-0516)wm666.taobao.com.png,False,,,,False,True
_P3_staging_batch3/500kV中断路器(12WDL)PLP21-01保护屏端子排(B066-500-0528)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV中断路器(12WDL)PLP21-01保护屏端子排(B066-500-0528)wm666.taobao.com,500kV中断路器(12WDL)PLP21-01保护屏端子排(B066-500-0528)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kV中断路器(12WDL)PLP21-01保护屏端子排(B066-500-0528)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kV中断路器(12WDL)PLP21-01保护屏端子排(B066-500-0528)wm666.taobao.com.json,0,1,train,P3,_P3_staging_batch3,full,"-25.4838,-326.0121,1210.2614,536.8103","-25.4838,-326.0121,1210.2614,536.8103","0.0,0.0,9362.0,6622.0",9362,6622,2824,datas/qa_and_png/P3_oda_output/500kV中断路器(12WDL)PLP21-01保护屏端子排(B066-500-0528)wm666.taobao.com.png,False,,,,False,True
_P3_staging_batch3/500kV中断路器(12WDL)电流电压回路(B066-500-0525)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV中断路器(12WDL)电流电压回路(B066-500-0525)wm666.taobao.com,500kV中断路器(12WDL)电流电压回路(B066-500-0525)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kV中断路器(12WDL)电流电压回路(B066-500-0525)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kV中断路器(12WDL)电流电压回路(B066-500-0525)wm666.taobao.com.json,0,1,train,P3,_P3_staging_batch3,full,"-25.7806,-343.7067,1010.6197,885.576","-25.7806,-343.7067,1010.6197,885.576","0.0,0.0,9362.0,6622.0",9362,6622,1373,datas/qa_and_png/P3_oda_output/500kV中断路器(12WDL)电流电压回路(B066-500-0525)wm666.taobao.com.png,False,,,,False,True
_P3_staging_batch3/500kV中断路器(22WDL)GPSL-222保护柜端子排(B066-500-0519)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV中断路器(22WDL)GPSL-222保护柜端子排(B066-500-0519)wm666.taobao.com,500kV中断路器(22WDL)GPSL-222保护柜端子排(B066-500-0519)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kV中断路器(22WDL)GPSL-222保护柜端子排(B066-500-0519)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kV中断路器(22WDL)GPSL-222保护柜端子排(B066-500-0519)wm666.taobao.com.json,0,1,train,P3,_P3_staging_batch3,full,"-25.6319,-340.5777,1273.1812,1148.6974","-25.6319,-340.5777,1273.1812,1148.6974","0.0,0.0,9362.0,6622.0",9362,6622,3233,datas/qa_and_png/P3_oda_output/500kV中断路器(22WDL)GPSL-222保护柜端子排(B066-500-0519)wm666.taobao.com.png,False,,,,False,True
_P3_staging_batch3/500kV中断路器(22WDL)在监控柜上的端子排(B066-500-0513)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV中断路器(22WDL)在监控柜上的端子排(B066-500-0513)wm666.taobao.com,500kV中断路器(22WDL)在监控柜上的端子排(B066-500-0513)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kV中断路器(22WDL)在监控柜上的端子排(B066-500-0513)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kV中断路器(22WDL)在监控柜上的端子排(B066-500-0513)wm666.taobao.com.json,0,1,train,P3,_P3_staging_batch3,full,"1.1073,-334.0932,840.3021,261.7697","1.1073,-334.0932,840.3021,261.7697","0.0,0.0,9362.0,6622.0",9362,6622,1917,datas/qa_and_png/P3_oda_output/500kV中断路器(22WDL)在监控柜上的端子排(B066-500-0513)wm666.taobao.com.png,False,,,,False,True
_P3_staging_batch3/500kV中断路器(22WDL)控制信号回路(B066-500-0504)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV中断路器(22WDL)控制信号回路(B066-500-0504)wm666.taobao.com,500kV中断路器(22WDL)控制信号回路(B066-500-0504)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kV中断路器(22WDL)控制信号回路(B066-500-0504)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kV中断路器(22WDL)控制信号回路(B066-500-0504)wm666.taobao.com.json,0,1,test,P3,_P3_staging_batch3,full,"-27.1765,-333.8843,1256.5492,885.576","-27.1765,-333.8843,1256.5492,885.576","0.0,0.0,9362.0,6622.0",9362,6622,5356,datas/qa_and_png/P3_oda_output/500kV中断路器(22WDL)控制信号回路(B066-500-0504)wm666.taobao.com.png,False,,,,False,True
_P3_staging_batch3/500kV中断路器(22WDL)电流电压回路(B066-500-0503)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV中断路器(22WDL)电流电压回路(B066-500-0503)wm666.taobao.com,500kV中断路器(22WDL)电流电压回路(B066-500-0503)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kV中断路器(22WDL)电流电压回路(B066-500-0503)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kV中断路器(22WDL)电流电压回路(B066-500-0503)wm666.taobao.com.json,0,1,train,P3,_P3_staging_batch3,full,"-25.0,-343.376,1279.2414,885.576","-25.0,-343.376,1279.2414,885.576","0.0,0.0,9362.0,6622.0",9362,6622,1790,datas/qa_and_png/P3_oda_output/500kV中断路器(22WDL)电流电压回路(B066-500-0503)wm666.taobao.com.png,False,,,,False,True
_P3_staging_batch3/500kV中断路器(32WDL)控制信号回路(B066-500-0510)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV中断路器(32WDL)控制信号回路(B066-500-0510)wm666.taobao.com,500kV中断路器(32WDL)控制信号回路(B066-500-0510)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kV中断路器(32WDL)控制信号回路(B066-500-0510)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kV中断路器(32WDL)控制信号回路(B066-500-0510)wm666.taobao.com.json,0,1,val,P3,_P3_staging_batch3,full,"-25.0,-344.0329,1274.2596,885.576","-25.0,-344.0329,1274.2596,885.576","0.0,0.0,9362.0,6622.0",9362,6622,4028,datas/qa_and_png/P3_oda_output/500kV中断路器(32WDL)控制信号回路(B066-500-0510)wm666.taobao.com.png,False,,,,False,True
_P3_staging_batch3/500kV中断路器(32WDL)电流电压回路(B066-500-0509)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV中断路器(32WDL)电流电压回路(B066-500-0509)wm666.taobao.com,500kV中断路器(32WDL)电流电压回路(B066-500-0509)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kV中断路器(32WDL)电流电压回路(B066-500-0509)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kV中断路器(32WDL)电流电压回路(B066-500-0509)wm666.taobao.com.json,0,1,train,P3,_P3_staging_batch3,full,"-43.165,-379.6185,1269.9302,885.576","-43.165,-379.6185,1269.9302,885.576","0.0,0.0,9362.0,6622.0",9362,6622,1620,datas/qa_and_png/P3_oda_output/500kV中断路器(32WDL)电流电压回路(B066-500-0509)wm666.taobao.com.png,False,,,,False,True
_P3_staging_batch3/500kV中断路器22WDL汇控柜接线安装图(B066-500-0704)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV中断路器22WDL汇控柜接线安装图(B066-500-0704)wm666.taobao.com,500kV中断路器22WDL汇控柜接线安装图(B066-500-0704)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kV中断路器22WDL汇控柜接线安装图(B066-500-0704)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kV中断路器22WDL汇控柜接线安装图(B066-500-0704)wm666.taobao.com.json,0,1,train,P3,_P3_staging_batch3,full,"-25.0,-332.9659,548.1005,382.7806","-25.0,-332.9659,548.1005,382.7806","0.0,0.0,6622.0,9362.0",6622,9362,2579,datas/qa_and_png/P3_oda_output/500kV中断路器22WDL汇控柜接线安装图(B066-500-0704)wm666.taobao.com.png,False,,,,False,True
_P3_staging_batch3/500kV中断路器22WDL端子箱接线安装图(B066-500-0703)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV中断路器22WDL端子箱接线安装图(B066-500-0703)wm666.taobao.com,500kV中断路器22WDL端子箱接线安装图(B066-500-0703)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kV中断路器22WDL端子箱接线安装图(B066-500-0703)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kV中断路器22WDL端子箱接线安装图(B066-500-0703)wm666.taobao.com.json,0,1,train,P3,_P3_staging_batch3,full,"-27.8688,-338.4053,1264.3668,546.8519","-27.8688,-338.4053,1264.3668,546.8519","0.0,0.0,9362.0,6622.0",9362,6622,5511,datas/qa_and_png/P3_oda_output/500kV中断路器22WDL端子箱接线安装图(B066-500-0703)wm666.taobao.com.png,False,,,,False,True
_P3_staging_batch3/500kV中断路器32WDL汇控柜接线安装图(B066-500-0710)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV中断路器32WDL汇控柜接线安装图(B066-500-0710)wm666.taobao.com,500kV中断路器32WDL汇控柜接线安装图(B066-500-0710)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kV中断路器32WDL汇控柜接线安装图(B066-500-0710)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kV中断路器32WDL汇控柜接线安装图(B066-500-0710)wm666.taobao.com.json,0,1,train,P3,_P3_staging_batch3,full,"-25.6244,-357.4891,546.6766,382.7806","-25.6244,-357.4891,546.6766,382.7806","0.0,0.0,6622.0,9362.0",6622,9362,2419,datas/qa_and_png/P3_oda_output/500kV中断路器32WDL汇控柜接线安装图(B066-500-0710)wm666.taobao.com.png,False,,,,False,True
_P3_staging_batch3/500kV中断路器32WDL端子箱接线安装图(B066-500-0709)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV中断路器32WDL端子箱接线安装图(B066-500-0709)wm666.taobao.com,500kV中断路器32WDL端子箱接线安装图(B066-500-0709)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kV中断路器32WDL端子箱接线安装图(B066-500-0709)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kV中断路器32WDL端子箱接线安装图(B066-500-0709)wm666.taobao.com.json,0,1,train,P3,_P3_staging_batch3,full,"-25.0,-333.675,816.7777,541.7489","-25.0,-333.675,816.7777,541.7489","0.0,0.0,6622.0,9362.0",6622,9362,4005,datas/qa_and_png/P3_oda_output/500kV中断路器32WDL端子箱接线安装图(B066-500-0709)wm666.taobao.com.png,False,,,,False,True
_P3_staging_batch3/500kV二滩IIGPSL602GA-202保护屏外部联系接线图(B066-500-0403)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV二滩IIGPSL602GA-202保护屏外部联系接线图(B066-500-0403)wm666.taobao.com,500kV二滩IIGPSL602GA-202保护屏外部联系接线图(B066-500-0403)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kV二滩IIGPSL602GA-202保护屏外部联系接线图(B066-500-0403)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kV二滩IIGPSL602GA-202保护屏外部联系接线图(B066-500-0403)wm666.taobao.com.json,0,1,train,P3,_P3_staging_batch3,full,"-26.1757,-340.5281,825.446,292.4958","-26.1757,-340.5281,825.446,292.4958","0.0,0.0,9362.0,6622.0",9362,6622,1410,datas/qa_and_png/P3_oda_output/500kV二滩IIGPSL602GA-202保护屏外部联系接线图(B066-500-0403)wm666.taobao.com.png,False,,,,False,True
_P3_staging_batch3/500kV二滩II线路PRC31AM-54保护屏外部联系接线图(B066-500-0402)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV二滩II线路PRC31AM-54保护屏外部联系接线图(B066-500-0402)wm666.taobao.com,500kV二滩II线路PRC31AM-54保护屏外部联系接线图(B066-500-0402)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kV二滩II线路PRC31AM-54保护屏外部联系接线图(B066-500-0402)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kV二滩II线路PRC31AM-54保护屏外部联系接线图(B066-500-0402)wm666.taobao.com.json,0,1,train,P3,_P3_staging_batch3,full,"-25.3324,-336.5166,822.196,292.4958","-25.3324,-336.5166,822.196,292.4958","0.0,0.0,9362.0,6622.0",9362,6622,1628,datas/qa_and_png/P3_oda_output/500kV二滩II线路PRC31AM-54保护屏外部联系接线图(B066-500-0402)wm666.taobao.com.png,False,,,,False,True
_P3_staging_batch3/500kV二滩II线路在GPSL602GA-202型保护柜上的端子排(B066-500-0406)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV二滩II线路在GPSL602GA-202型保护柜上的端子排(B066-500-0406)wm666.taobao.com,500kV二滩II线路在GPSL602GA-202型保护柜上的端子排(B066-500-0406)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kV二滩II线路在GPSL602GA-202型保护柜上的端子排(B066-500-0406)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kV二滩II线路在GPSL602GA-202型保护柜上的端子排(B066-500-0406)wm666.taobao.com.json,0,1,test,P3,_P3_staging_batch3,full,"-25.0,-340.5255,848.6841,389.0269","-25.0,-340.5255,848.6841,389.0269","0.0,0.0,9362.0,6622.0",9362,6622,2269,datas/qa_and_png/P3_oda_output/500kV二滩II线路在GPSL602GA-202型保护柜上的端子排(B066-500-0406)wm666.taobao.com.png,False,,,,False,True
_P3_staging_batch3/500kV二滩II线路在PRC31AM-54型保护柜上的端子排(B066-500-0405)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV二滩II线路在PRC31AM-54型保护柜上的端子排(B066-500-0405)wm666.taobao.com,500kV二滩II线路在PRC31AM-54型保护柜上的端子排(B066-500-0405)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kV二滩II线路在PRC31AM-54型保护柜上的端子排(B066-500-0405)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kV二滩II线路在PRC31AM-54型保护柜上的端子排(B066-500-0405)wm666.taobao.com.json,0,1,test,P3,_P3_staging_batch3,full,"-25.0,-339.9295,863.8797,381.6507","-25.0,-339.9295,863.8797,381.6507","0.0,0.0,9362.0,6622.0",9362,6622,2200,datas/qa_and_png/P3_oda_output/500kV二滩II线路在PRC31AM-54型保护柜上的端子排(B066-500-0405)wm666.taobao.com.png,False,,,,False,True
_P3_staging_batch3/500kV二滩II线路测量回路及示意图(B066-500-0401)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV二滩II线路测量回路及示意图(B066-500-0401)wm666.taobao.com,500kV二滩II线路测量回路及示意图(B066-500-0401)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kV二滩II线路测量回路及示意图(B066-500-0401)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kV二滩II线路测量回路及示意图(B066-500-0401)wm666.taobao.com.json,0,1,val,P3,_P3_staging_batch3,full,"-25.5582,-336.2091,1022.0144,526.781","-25.5582,-336.2091,1022.0144,526.781","0.0,0.0,9362.0,6622.0",9362,6622,2368,datas/qa_and_png/P3_oda_output/500kV二滩II线路测量回路及示意图(B066-500-0401)wm666.taobao.com.png,False,,,,False,True
_P3_staging_batch3/500kV二滩I线路在监控屏上的端子排(B066-500-0415)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV二滩I线路在监控屏上的端子排(B066-500-0415)wm666.taobao.com,500kV二滩I线路在监控屏上的端子排(B066-500-0415)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kV二滩I线路在监控屏上的端子排(B066-500-0415)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kV二滩I线路在监控屏上的端子排(B066-500-0415)wm666.taobao.com.json,0,3,train,P3,_P3_staging_batch3,image_components,"52.6743,-46.3781,500.8649,228.4498","-25.0,-327.5876,578.4748,228.4498","1205.0,0.0,8158.0,3273.0",9362,6622,394,outputs/panels/P3/P3_staging_batch3__500kV二滩I线路在监控屏上的端子排(B066-500-0415)wm666.taobao.com__panel_000.png,True,,accept,,True,True
_P3_staging_batch3/500kV二滩I线路在监控屏上的端子排(B066-500-0415)wm666.taobao.com#panel_001,_P3_staging_batch3/500kV二滩I线路在监控屏上的端子排(B066-500-0415)wm666.taobao.com,500kV二滩I线路在监控屏上的端子排(B066-500-0415)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kV二滩I线路在监控屏上的端子排(B066-500-0415)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kV二滩I线路在监控屏上的端子排(B066-500-0415)wm666.taobao.com.json,1,3,train,P3,_P3_staging_batch3,image_components,"86.8381,42.7122,462.8979,177.0613","-25.0,-327.5876,578.4748,228.4498","1735.0,612.0,7569.0,2212.0",9362,6622,306,outputs/panels/P3/P3_staging_batch3__500kV二滩I线路在监控屏上的端子排(B066-500-0415)wm666.taobao.com__panel_001.png,True,,accept,,True,True
_P3_staging_batch3/500kV二滩I线路在监控屏上的端子排(B066-500-0415)wm666.taobao.com#panel_002,_P3_staging_batch3/500kV二滩I线路在监控屏上的端子排(B066-500-0415)wm666.taobao.com,500kV二滩I线路在监控屏上的端子排(B066-500-0415)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kV二滩I线路在监控屏上的端子排(B066-500-0415)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kV二滩I线路在监控屏上的端子排(B066-500-0415)wm666.taobao.com.json,2,3,train,P3,_P3_staging_batch3,image_components,"57.1221,-327.5876,356.5389,-52.8437","-25.0,-327.5876,578.4748,228.4498","1274.0,3350.0,5919.0,6622.0",9362,6622,354,outputs/panels/P3/P3_staging_batch3__500kV二滩I线路在监控屏上的端子排(B066-500-0415)wm666.taobao.com__panel_002.png,True,,accept,,True,True
_P3_staging_batch3/500kV二滩I线路测量回路及示意图(B066-500-0414)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV二滩I线路测量回路及示意图(B066-500-0414)wm666.taobao.com,500kV二滩I线路测量回路及示意图(B066-500-0414)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kV二滩I线路测量回路及示意图(B066-500-0414)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kV二滩I线路测量回路及示意图(B066-500-0414)wm666.taobao.com.json,0,1,train,P3,_P3_staging_batch3,full,"-28.0884,-354.3787,1016.0,526.781","-28.0884,-354.3787,1016.0,526.781","0.0,0.0,9362.0,6622.0",9362,6622,2429,datas/qa_and_png/P3_oda_output/500kV二滩I线路测量回路及示意图(B066-500-0414)wm666.taobao.com.png,False,,,,False,True
_P3_staging_batch3/500kV母线侧断路器(11WDL)PLP21-01保护屏端子排(B066-500-0527)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV母线侧断路器(11WDL)PLP21-01保护屏端子排(B066-500-0527)wm666.taobao.com,500kV母线侧断路器(11WDL)PLP21-01保护屏端子排(B066-500-0527)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kV母线侧断路器(11WDL)PLP21-01保护屏端子排(B066-500-0527)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kV母线侧断路器(11WDL)PLP21-01保护屏端子排(B066-500-0527)wm666.taobao.com.json,0,1,train,P3,_P3_staging_batch3,full,"-25.0,-357.174,1211.145,516.8103","-25.0,-357.174,1211.145,516.8103","0.0,0.0,9362.0,6622.0",9362,6622,2743,datas/qa_and_png/P3_oda_output/500kV母线侧断路器(11WDL)PLP21-01保护屏端子排(B066-500-0527)wm666.taobao.com.png,False,,,,False,True
_P3_staging_batch3/500kV母线侧断路器(11WDL)在监控柜上的端子排(B066-500-1501)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV母线侧断路器(11WDL)在监控柜上的端子排(B066-500-1501)wm666.taobao.com,500kV母线侧断路器(11WDL)在监控柜上的端子排(B066-500-1501)wm666.taobao.com,datas/qa_and_png/P3_oda_output/500kV母线侧断路器(11WDL)在监控柜上的端子排(B066-500-1501)wm666.taobao.com.png,datas/raw_json/_P3_staging_batch3/500kV母线侧断路器(11WDL)在监控柜上的端子排(B066-500-1501)wm666.taobao.com.json,0,1,train,P3,_P3_staging_batch3,full,"-26.603,-329.1801,586.4275,262.2753","-26.603,-329.1801,586.4275,262.2753","0.0,0.0,9362.0,6622.0",9362,6622,1333,datas/qa_and_png/P3_oda_output/500kV母线侧断路器(11WDL)在监控柜上的端子排(B066-500-1501)wm666.taobao.com.png,False,,,,False,True
